us_id,target,target_score
19436,0,0.05763099
63704,0,0.10728457
26578,0,0.10560634
48400,0,0.19538958
16829,0,0.1332476
77245,0,0.07250035
44851,0,0.1383034
72922,0,0.111739896
14112,0,0.12910022
25854,0,0.076885216
4296,0,0.10033055
32634,0,0.17324711
54436,0,0.07890926
30231,0,0.2780778
24955,1,0.68894434
10435,0,0.1974124
35167,0,0.23279211
24323,0,0.09037681
64168,0,0.06972571
54475,0,0.10274732
38395,0,0.063868135
71984,0,0.054657236
31235,0,0.07156206
7669,0,0.33048692
52030,0,0.1899281
75175,0,0.060082175
7995,0,0.0922807
18829,0,0.07625448
18750,0,0.08163761
40409,0,0.04907171
17836,1,0.71273816
21830,0,0.19845432
6617,0,0.04560907
45114,0,0.12448051
47949,0,0.26150978
21310,0,0.43273917
74611,0,0.17525272
14985,0,0.12352264
17975,0,0.06280623
48937,0,0.12657675
72286,0,0.1322299
33930,0,0.12106877
72367,0,0.10010852
21022,0,0.059581973
66320,0,0.121115364
7498,0,0.16407004
36284,0,0.39306626
82301,0,0.06864911
66482,0,0.27511886
12554,0,0.11329484
9494,0,0.04825521
49222,0,0.061537102
3476,0,0.08010923
14676,0,0.14139819
64140,0,0.21314372
52991,0,0.08779163
73460,0,0.10466811
76765,0,0.09850835
75901,0,0.1926004
78634,0,0.14180784
80983,0,0.16139671
745,0,0.30765378
12914,0,0.108591415
82444,0,0.10069552
57268,0,0.050512537
68964,0,0.13681266
46462,0,0.05347065
30444,1,0.5022148
27004,0,0.21952571
4308,0,0.0572178
62728,0,0.13385062
28238,0,0.21214691
1257,0,0.28684327
10127,0,0.12020232
8036,0,0.09157628
51308,0,0.048516054
67128,0,0.13311379
34875,0,0.15823866
14357,0,0.11837456
38667,0,0.24672507
23587,0,0.09900723
65442,0,0.10799434
31845,0,0.06960525
55132,0,0.05417208
52023,0,0.12452009
20551,0,0.18094233
72783,0,0.055221196
82699,0,0.14864194
35481,0,0.07682217
79908,0,0.11510534
11517,0,0.106540665
82350,0,0.09870421
39681,0,0.4709265
47193,0,0.061860196
60354,0,0.114530355
6585,0,0.08126381
19808,0,0.22447693
59294,0,0.22402905
52712,0,0.060280878
33599,0,0.1790879
22899,0,0.36914155
23644,0,0.08656107
9027,0,0.07146615
12948,0,0.09410943
60512,0,0.077286124
70247,0,0.17179918
27201,0,0.14179917
62866,0,0.09693448
47783,0,0.21657424
6434,0,0.11593364
36694,0,0.06196236
1293,0,0.07148975
32355,0,0.17198655
594,0,0.16927396
71677,0,0.09430384
72811,0,0.04530701
78751,0,0.16142935
55910,0,0.09472312
51632,1,0.6470592
13661,0,0.19545253
19303,0,0.28857294
53736,0,0.055952713
11259,0,0.13311422
31929,0,0.09493682
32890,0,0.042520143
8066,0,0.09942198
66347,0,0.18265079
19244,0,0.14028105
7020,0,0.07171481
51998,0,0.36396214
78417,0,0.17523701
70179,0,0.18373108
33447,0,0.26806098
30864,0,0.21474205
20597,0,0.17181846
31272,0,0.076441444
62710,0,0.07841034
29651,0,0.15774234
76745,0,0.13467005
1430,0,0.103476666
22165,0,0.23812813
65478,0,0.06939818
23680,0,0.23730442
75428,0,0.11860281
31431,0,0.080431975
60803,0,0.16550258
60316,0,0.052404024
75192,0,0.07175219
30227,0,0.100160375
70689,0,0.22779094
40573,0,0.0634495
24831,0,0.3159653
37593,0,0.049545918
9573,0,0.2717758
38847,0,0.06446074
25560,0,0.099465154
23269,0,0.06075281
28815,0,0.07776169
65064,0,0.098656036
64216,0,0.11349203
73885,0,0.057628114
20048,0,0.18787338
18475,0,0.38519233
44980,0,0.09118815
62612,0,0.043236583
3152,0,0.060943
57003,0,0.07065954
50991,0,0.05740865
60269,0,0.31898376
53074,0,0.10408025
23497,0,0.07897911
47327,0,0.13159227
12044,0,0.22963548
51969,0,0.094098814
13477,0,0.089916155
49581,0,0.094993785
25813,0,0.14529009
68668,0,0.18891439
4681,0,0.17460972
5274,0,0.17459735
49106,0,0.21208148
60709,0,0.061472002
72044,0,0.22163165
38254,0,0.45204452
68191,0,0.15291801
65199,0,0.1470286
11830,0,0.094323896
45593,0,0.3250925
67250,0,0.078371935
44569,0,0.21102351
46997,0,0.10863571
63549,0,0.10542719
78299,0,0.18829393
54674,0,0.10294936
9246,0,0.3412397
40218,0,0.19293383
16294,0,0.13047554
78422,0,0.08254659
55697,0,0.08680706
70818,0,0.08622439
11051,1,0.53995275
71285,0,0.0900561
15091,0,0.09351696
38595,0,0.12243508
38813,0,0.16742621
68636,0,0.109334044
71063,0,0.07042813
65435,0,0.04827252
4679,0,0.13520633
61010,0,0.46043995
39626,1,0.60539305
63956,0,0.09135809
23120,0,0.36231023
55776,0,0.1122347
32138,0,0.1093774
33118,0,0.07391326
51229,0,0.06343304
13175,0,0.1817022
72494,0,0.15809628
44683,0,0.2102855
73312,0,0.08768669
51147,0,0.05483516
35236,0,0.066192314
373,0,0.12235697
68927,0,0.1781728
60756,0,0.06340121
79136,0,0.086113855
46627,0,0.21914107
42351,0,0.13407156
40750,0,0.22436486
4805,0,0.09914807
69156,0,0.07653422
49907,0,0.05692665
4210,0,0.17956345
73339,0,0.052484017
1524,0,0.12300433
62379,0,0.043406922
63293,0,0.41976142
48959,0,0.08972078
58340,0,0.20224984
49673,0,0.06676824
48185,0,0.13077071
57732,0,0.06623523
40542,0,0.10808233
64173,0,0.07256561
71192,0,0.12425198
8870,0,0.22756429
74016,0,0.073951766
59435,0,0.40249032
50638,0,0.109243415
53613,0,0.20299332
50414,0,0.15269297
49729,0,0.058641292
13060,0,0.18495916
82111,0,0.062463887
71988,0,0.112168245
24152,0,0.1662246
17645,0,0.13307308
82861,0,0.11250658
19367,0,0.18010706
54889,0,0.099331714
66478,0,0.036719427
27908,0,0.35643178
70283,0,0.04858026
77097,0,0.087127216
5325,0,0.17018041
52629,0,0.16610558
20820,0,0.3273727
22218,0,0.10262398
9947,0,0.104399435
76511,0,0.14011544
69087,0,0.091107726
31394,0,0.11036902
9522,0,0.42066985
38186,0,0.095581554
15581,0,0.13368367
41115,0,0.14412756
66937,0,0.1734407
58424,0,0.1127581
16675,0,0.2605809
219,0,0.055520717
21057,0,0.09204628
9237,0,0.16746235
62200,0,0.0844568
23512,0,0.101713344
76013,0,0.117828146
33417,0,0.29611143
3977,0,0.14860512
70028,0,0.09572862
64532,0,0.12260989
37655,0,0.16073711
41994,0,0.101269275
14376,0,0.31246892
52410,0,0.084681265
35679,0,0.089061916
78739,0,0.16475262
57766,0,0.05733554
22930,0,0.17430304
23253,0,0.06658558
64833,0,0.079501264
81857,0,0.08347515
81614,0,0.17276523
62650,0,0.067206085
13480,0,0.22785325
27794,0,0.032989826
61274,0,0.07065131
58365,0,0.07131717
25168,0,0.13969588
57474,0,0.05309831
52320,0,0.07320449
17173,0,0.14501072
16332,0,0.17916821
77596,0,0.07837215
67366,0,0.09185685
9394,0,0.11181662
65133,0,0.14395852
64974,0,0.090558395
25064,0,0.13244064
3141,0,0.09063758
79750,0,0.08022896
14952,0,0.12262482
69195,0,0.09329068
24961,0,0.17091717
38104,0,0.14379953
46649,0,0.12838194
3124,0,0.2759213
39506,0,0.06706435
80291,0,0.16863291
79617,0,0.13818157
44300,0,0.14324644
51479,0,0.08639376
23888,0,0.057510737
37185,0,0.2158393
38467,0,0.14837119
37974,0,0.10027484
1454,0,0.07510843
12773,0,0.35479575
11128,0,0.051991027
66253,0,0.06862254
53960,0,0.10234441
36587,0,0.07152936
68875,0,0.06710163
81913,0,0.123604
64270,0,0.12530641
74517,0,0.19517504
58047,0,0.15606602
59411,0,0.10661367
55283,0,0.103517696
72893,0,0.17587493
58844,0,0.064983256
46590,0,0.14820029
461,0,0.111853056
8622,0,0.23779848
54706,0,0.16231434
36938,0,0.08034088
25118,0,0.12054271
81001,0,0.14632244
81523,0,0.11784237
21081,0,0.19992206
33527,0,0.09668635
26583,0,0.09145445
29955,0,0.036442596
32989,0,0.23115665
40694,0,0.25917566
64972,0,0.06570735
11693,0,0.19323435
68583,0,0.13946468
35139,0,0.4995361
37777,0,0.118924625
5496,0,0.2538085
27415,0,0.27803123
26915,0,0.44225883
63615,0,0.2529774
63862,0,0.09837272
47432,0,0.3381425
40976,0,0.10953622
9891,0,0.15649092
49732,0,0.05958284
82234,0,0.11686186
7683,0,0.17078525
39953,0,0.1083986
53383,0,0.103736594
658,0,0.37539145
76931,0,0.04652291
52254,0,0.23996411
1129,0,0.079856366
48486,0,0.13708682
2987,0,0.16295692
67629,0,0.099183954
48301,0,0.13029143
50130,0,0.061287005
58907,0,0.07026635
73089,0,0.0837779
24618,0,0.28817916
25832,0,0.1349468
25386,0,0.1619596
55926,0,0.10396209
18996,0,0.12386387
25260,0,0.20570119
36030,0,0.061853446
68624,0,0.06750802
11406,0,0.1264961
55724,0,0.070671916
50059,0,0.14934959
75217,0,0.24380317
11824,0,0.19415718
19753,0,0.17082013
26369,0,0.21237582
25999,0,0.1242325
6379,0,0.13853462
67177,0,0.10584551
21958,0,0.07989977
24026,0,0.43646866
48144,0,0.09327924
28983,0,0.062201627
45470,0,0.18217264
14466,0,0.17032108
59961,0,0.09432361
66114,0,0.1662652
2340,0,0.25270432
4933,0,0.17381102
31110,0,0.13351113
9147,0,0.21024388
53756,0,0.08239008
24244,0,0.09254628
11263,0,0.3654549
59555,0,0.098091446
49599,0,0.06503369
55440,0,0.054331623
53103,0,0.06646398
29637,0,0.18117757
55249,0,0.11945639
64501,0,0.092826635
37741,0,0.1465342
33219,0,0.13284634
55172,0,0.24674943
19619,0,0.2664659
79280,0,0.23088475
19154,0,0.09224053
78613,0,0.14121476
54180,0,0.09349301
60776,0,0.07001604
63375,0,0.12572734
78922,0,0.13362175
21612,0,0.072213076
73231,0,0.17991875
16454,0,0.22346872
10287,0,0.3896757
71551,0,0.32716388
43986,0,0.18893513
62657,0,0.11251796
52380,0,0.24712649
53256,0,0.17385736
35487,1,0.67555296
9524,0,0.40380827
108,0,0.15810573
5042,0,0.16621417
51778,0,0.051561747
24375,0,0.1707968
75955,0,0.13816898
41610,0,0.08824046
79088,0,0.18030272
57302,0,0.22615689
10459,0,0.05969967
31310,0,0.26876676
2431,0,0.14072312
11295,0,0.33686993
62085,0,0.13142884
33592,0,0.1166445
66925,0,0.14078164
31664,1,0.664434
81632,0,0.09505226
63115,0,0.1557806
72025,0,0.061490927
62225,0,0.34759212
52894,0,0.098984145
36101,0,0.09520497
61694,0,0.11906801
3000,0,0.17842323
33487,0,0.056883875
7767,0,0.10948491
32386,0,0.07831751
72795,0,0.074808665
3728,0,0.18430202
48011,0,0.14827509
50475,0,0.060747616
6605,0,0.12809965
67117,0,0.07687543
37760,0,0.10873179
61241,0,0.1584105
57779,0,0.13130856
68896,0,0.26527178
52332,0,0.069842815
66240,0,0.28972733
35378,0,0.17137408
34948,0,0.110779375
23413,0,0.31574965
56239,0,0.15104154
53390,0,0.06994456
48444,0,0.22331347
41871,0,0.14379336
11562,0,0.1139973
39130,0,0.09183852
65394,0,0.07249126
51487,0,0.21420187
27569,0,0.16909333
37780,0,0.07611871
75141,0,0.11932646
7839,0,0.0800829
9015,0,0.22933552
24102,0,0.23446463
77521,0,0.050817687
28227,0,0.17637882
75993,0,0.11011584
51564,0,0.118869886
36411,0,0.29288173
65758,0,0.1055602
18366,0,0.1879608
37304,0,0.15275595
63176,0,0.090105504
82773,0,0.20783134
32145,0,0.118512385
63819,0,0.108870775
68347,0,0.1619389
73573,0,0.07459652
55383,0,0.12493625
10843,0,0.31313458
33002,0,0.06716367
5414,0,0.31966603
54970,0,0.09025043
59412,0,0.09814035
40251,0,0.26629084
1395,0,0.21841843
59326,0,0.050600346
68481,0,0.37653825
61496,0,0.09084241
15610,0,0.047534063
64196,0,0.098462276
57581,0,0.050314575
31960,0,0.058884226
10132,0,0.14518943
49838,0,0.09416131
20860,0,0.2485513
81933,0,0.09800855
65767,0,0.07576465
51153,0,0.08386488
78860,0,0.16539031
68346,0,0.33195266
53648,0,0.06872346
26235,0,0.16867281
22370,0,0.13163702
23844,0,0.0733503
13755,0,0.17649919
47249,0,0.21352495
2386,0,0.10356251
72004,0,0.04496384
66311,0,0.08455711
3772,0,0.15675636
80130,0,0.19096583
29324,0,0.21234241
54819,0,0.1182678
25070,0,0.13928816
67876,0,0.08768499
55316,0,0.13667181
18327,0,0.08961257
64463,0,0.21249045
50320,0,0.23070174
78712,0,0.13412812
54566,0,0.076837614
77457,0,0.13953927
70811,0,0.15766078
56344,0,0.09935053
39957,0,0.08092694
57082,0,0.11151408
69351,0,0.10267537
68906,0,0.17480133
3823,0,0.16511002
61372,0,0.11349859
63045,0,0.13219777
22972,0,0.16348407
78629,0,0.1226953
25901,0,0.12869401
21809,0,0.13080452
49809,0,0.1798095
48280,0,0.16519028
36370,0,0.06658967
57328,0,0.08559329
14790,1,0.5829159
7490,0,0.12401851
4442,0,0.09167545
49831,0,0.042891946
24151,0,0.104520835
68929,0,0.18103607
9914,0,0.10957048
22891,0,0.20274383
58164,0,0.05724435
4088,0,0.23208176
57606,0,0.07430989
33737,0,0.25875401
71784,0,0.15565115
5195,0,0.33965534
76841,0,0.08757954
22789,0,0.122423515
74188,0,0.07434926
76518,0,0.08877978
31906,0,0.23269714
63110,0,0.11878399
2186,0,0.3031387
28820,0,0.24186853
73286,0,0.26613525
24513,0,0.113250025
72091,0,0.097241305
19507,0,0.1810455
56628,0,0.114071496
4230,0,0.3415784
47624,0,0.2316067
13629,0,0.13184765
76077,0,0.07506982
50039,0,0.07484174
73324,0,0.25586042
77304,0,0.10547415
69494,0,0.18589056
35369,0,0.14748192
20506,0,0.32055923
27873,0,0.16538703
7402,0,0.1394864
44100,0,0.07064801
1450,0,0.12071464
64852,0,0.079660654
31220,0,0.06464161
41039,0,0.057221133
4908,0,0.09271553
64701,0,0.0849386
65082,0,0.06819714
3403,0,0.20735767
6598,0,0.18892969
36490,0,0.073121086
11286,0,0.045032702
10378,0,0.1370453
60890,0,0.06381517
62289,0,0.3187749
27122,0,0.20065466
31750,1,0.6449913
82160,0,0.11145964
22454,0,0.045515615
30304,0,0.20500726
25198,0,0.48156324
81761,0,0.23162937
73266,0,0.08714025
25033,0,0.09661994
13110,0,0.21501304
28288,0,0.19391908
79630,0,0.09528865
23228,0,0.17663561
29411,0,0.16557157
22156,0,0.16570035
34426,0,0.10699389
12545,0,0.3011965
33498,0,0.07074384
79090,0,0.042817317
19092,0,0.106689624
40908,0,0.19710906
31139,0,0.17696744
22128,0,0.20745285
40392,0,0.13114856
7666,0,0.08713001
52158,0,0.06284093
33035,0,0.0849706
38746,0,0.06356432
12863,0,0.1921297
38204,0,0.11203168
23426,0,0.26971668
55398,0,0.2380273
19520,0,0.065484755
36047,0,0.08434237
8866,0,0.22279058
61943,0,0.15110734
76154,0,0.370958
60658,0,0.045090195
65244,0,0.07646417
78252,0,0.1173612
17595,0,0.10664098
67002,0,0.20798244
11692,0,0.16243425
78240,0,0.050597206
14630,0,0.16081986
75544,0,0.08767406
4534,0,0.16030867
74794,0,0.060448892
28438,0,0.09356711
42447,0,0.17967606
66577,0,0.08071024
2929,0,0.09890399
30100,0,0.14371204
5191,0,0.052538335
41058,0,0.27859375
24871,0,0.20830187
80839,0,0.112416916
24275,0,0.27556908
54485,0,0.036864582
67846,0,0.17390122
44964,0,0.11673307
19130,0,0.10903616
77223,0,0.13294195
33568,0,0.17488341
69815,0,0.12907818
5678,0,0.19821058
36501,0,0.07493714
64419,0,0.20883064
70758,0,0.10794354
39279,0,0.1066217
7417,0,0.04636741
12615,0,0.073683366
72222,0,0.11368893
603,0,0.12953885
1678,0,0.093236625
76704,0,0.12197357
39235,0,0.09968986
16487,0,0.19012764
27659,0,0.07625847
43364,0,0.12402224
2861,0,0.18290786
4293,0,0.08487865
70043,0,0.05544455
22085,0,0.25614905
19039,0,0.1274933
55460,0,0.29878956
18262,0,0.120087035
10296,0,0.1969836
44326,0,0.06957324
61463,0,0.10347949
17304,0,0.16502507
10011,0,0.24231696
77623,0,0.10670671
57330,0,0.22229534
39447,1,0.5845903
73536,0,0.10477552
12564,0,0.06162203
75811,0,0.074347444
19830,0,0.07384881
38041,0,0.2556874
25850,0,0.13612859
22489,0,0.12361691
52095,0,0.10309943
54304,0,0.1910251
33157,0,0.12136472
9698,1,0.5087676
67562,0,0.0656774
18855,0,0.18540336
20533,0,0.21594095
24145,0,0.17805974
61984,0,0.066479616
31659,0,0.12913111
23465,0,0.1320065
64915,0,0.05489214
60035,0,0.054565027
71085,0,0.18173705
58710,0,0.1647651
32817,0,0.36886865
68530,0,0.10475704
29954,0,0.16037466
37096,0,0.19147873
68109,0,0.06605628
9943,0,0.034586392
64867,0,0.0948398
50832,0,0.124391496
49451,0,0.14363812
33296,0,0.08861468
11979,0,0.40877876
54021,0,0.14084509
77890,0,0.07742545
30096,0,0.22126688
78597,0,0.14893064
46794,0,0.18743542
6046,0,0.12634483
68495,0,0.11499476
33053,0,0.2059967
47690,0,0.056998834
30435,0,0.06483687
59866,0,0.21471545
37821,0,0.27417177
78491,0,0.2411437
11081,0,0.12404731
58051,0,0.199076
71848,0,0.20320433
53979,0,0.12360563
15006,0,0.07895896
16433,0,0.20393543
67163,0,0.1886931
26758,0,0.085133985
58772,0,0.108746506
60279,0,0.08525954
11095,0,0.064992994
1492,0,0.16693719
870,0,0.32058382
49896,0,0.06621607
67982,0,0.12871188
59387,0,0.08332027
6988,0,0.0824107
73970,0,0.13589548
6407,0,0.28406674
30114,0,0.07244425
73087,0,0.21737245
55037,0,0.14974292
32080,0,0.10166596
6430,0,0.20579146
46465,0,0.07893915
63447,0,0.1533874
16753,0,0.25262982
24237,0,0.054731503
48858,0,0.14101398
18854,0,0.37002835
53028,0,0.330165
17113,0,0.19287321
62112,0,0.11690818
47027,0,0.07894299
35773,0,0.24884264
3502,0,0.11577019
74991,0,0.13444495
54161,0,0.07020409
14102,0,0.14743115
15331,0,0.056620006
56913,0,0.20753345
37257,0,0.19007844
74681,0,0.36943758
53485,0,0.13662395
37411,0,0.18774861
56585,0,0.11483416
52855,0,0.2932766
17051,0,0.3359156
28046,0,0.24312235
19841,0,0.068289004
76383,0,0.061068844
78215,0,0.08142451
47088,0,0.10859444
19694,0,0.082181565
9580,0,0.052944858
56847,0,0.10963493
71364,0,0.06488589
5271,0,0.08939713
78465,0,0.13824742
37999,0,0.20591277
44766,0,0.41987044
26103,0,0.20803857
72597,0,0.11034718
36125,0,0.29169798
81676,0,0.09075414
42497,0,0.16995183
57934,0,0.082393244
17956,0,0.105436936
28931,0,0.11212793
69114,0,0.34111044
56318,0,0.037585292
64011,0,0.08162513
253,0,0.10136218
30199,0,0.16191554
65104,0,0.118840784
46532,0,0.16602805
55736,0,0.09646967
59574,0,0.06693383
4357,0,0.06676226
25243,0,0.121808335
22281,0,0.23284565
28862,0,0.13582857
33012,1,0.5111868
20714,0,0.44545296
5623,0,0.119790904
50451,0,0.09438695
51611,0,0.47352087
22246,0,0.18210141
17299,0,0.110995285
81345,0,0.2303054
69141,0,0.09837672
1462,0,0.20611636
9212,0,0.06415842
5363,0,0.19962649
20100,0,0.110449225
10169,0,0.11312981
68132,0,0.095873505
76152,0,0.1189772
67879,0,0.082590684
15904,0,0.21027642
38642,0,0.058506195
47144,0,0.097046226
36084,1,0.60241836
30276,0,0.23870094
10175,0,0.14920828
30650,0,0.055849437
72631,0,0.059622824
41731,0,0.15600505
24504,0,0.42624366
8590,0,0.3118932
15392,0,0.0651781
54788,0,0.19644397
80655,0,0.070026815
57726,0,0.11656409
29371,0,0.21084897
71987,0,0.13592559
60688,0,0.09282181
17680,0,0.1423301
65224,0,0.08659532
7458,0,0.2907491
15048,0,0.38149235
44697,0,0.117432244
37779,0,0.17194737
70330,0,0.21642539
68412,0,0.10265529
11649,0,0.12162475
8753,0,0.1474762
9942,0,0.24562763
16614,0,0.16994096
66495,0,0.051258024
36262,0,0.05407346
47825,0,0.095544584
39758,0,0.054304056
61289,0,0.09089918
65075,0,0.16083372
81687,0,0.10952164
45600,0,0.096466154
71827,0,0.16055709
64981,0,0.16350938
42593,0,0.17939894
11584,0,0.08521045
52502,0,0.04770524
62494,0,0.09233999
48057,0,0.10744401
39287,0,0.086507276
41584,0,0.10955001
7006,0,0.06317654
41929,0,0.069110334
3477,0,0.19530138
62265,0,0.10532412
30021,0,0.048002917
78395,0,0.094110414
37759,0,0.10922302
19330,0,0.067268714
59652,0,0.11338384
19220,0,0.10779916
62532,0,0.03882902
50035,0,0.15767784
42431,0,0.16264403
59737,0,0.06536955
3327,0,0.40565413
50000,0,0.043105815
20050,0,0.23423038
1471,0,0.13370802
46316,0,0.074390024
26590,0,0.11100056
19973,0,0.14862223
17088,0,0.13381179
63091,0,0.0727152
66146,0,0.071394965
61939,0,0.25887522
24329,0,0.31191948
45883,0,0.17783666
43259,0,0.12522067
12694,0,0.1994566
80032,0,0.099364445
7231,0,0.21753511
8812,0,0.11592821
35156,0,0.14107184
39662,0,0.18872738
44019,0,0.31922343
70852,0,0.046201356
636,0,0.13490257
24588,0,0.14109556
60786,0,0.07498425
49168,0,0.03789672
20845,0,0.40844336
7232,0,0.1537663
42142,0,0.20248099
40813,0,0.07408997
14896,0,0.11009087
6721,0,0.19207047
19270,0,0.07131976
8312,0,0.09415979
25564,0,0.42719474
45588,0,0.10161733
50306,0,0.14568402
10850,0,0.22218606
22752,0,0.3346353
75435,0,0.061935678
1713,0,0.22467823
52274,0,0.19547486
30589,0,0.1405912
14402,0,0.052018363
47714,0,0.24432479
13674,0,0.15746082
53183,0,0.049034044
50899,0,0.090284675
78923,0,0.074352935
5845,0,0.16141425
52185,0,0.1228897
75790,0,0.078223
37732,0,0.17674826
34568,0,0.038893912
75939,0,0.20588145
80119,0,0.049360555
15210,0,0.3775243
17614,0,0.06230409
23598,0,0.45494732
3817,0,0.31283352
60871,0,0.20784262
81805,0,0.075368226
61729,0,0.05931116
44588,0,0.05632941
16008,0,0.11391176
52396,0,0.052226853
875,0,0.14822121
21359,0,0.1102665
76065,0,0.07183216
15924,0,0.32308915
35813,0,0.10683809
46116,0,0.047294963
53171,0,0.081899546
75054,0,0.06643333
75860,0,0.22057508
53491,0,0.08792855
68446,0,0.07497137
5609,0,0.36928698
52661,0,0.15160413
38781,0,0.18161596
7241,0,0.14778031
31717,0,0.09622172
47618,0,0.08971632
68593,0,0.12633766
37169,0,0.065597415
52582,0,0.06360531
34042,0,0.17638032
69664,0,0.041980002
49274,0,0.093413204
40488,0,0.32180148
63865,0,0.38992855
69375,0,0.20507966
14232,0,0.0836245
4992,0,0.2288617
2766,0,0.2017388
31305,0,0.08261493
1835,0,0.06729944
29570,0,0.44751817
38422,0,0.15373713
66835,0,0.09396452
46990,0,0.08025486
5452,0,0.08631605
60593,0,0.13427152
71996,0,0.061864235
36034,0,0.10520759
28933,0,0.10354432
14906,0,0.07308829
23765,0,0.054461714
73623,0,0.106490135
22632,0,0.16501379
29849,0,0.08302491
47752,0,0.13040389
64912,0,0.121339425
61087,0,0.27968878
2672,0,0.11182852
46745,0,0.17761368
20627,0,0.1215998
66448,0,0.19269846
51426,0,0.16570868
55116,0,0.09306893
32230,0,0.12156667
67108,0,0.12695806
59929,0,0.07418921
74983,0,0.101628445
34923,0,0.23963267
13473,0,0.2747473
6516,0,0.15597443
22041,0,0.1067558
9009,0,0.33590698
26106,0,0.2011866
51088,0,0.14226142
64713,0,0.15211116
81939,0,0.18651016
10902,0,0.11441879
4699,0,0.070353284
41330,0,0.15567172
33463,0,0.06791983
81287,0,0.059224825
48532,0,0.114116214
51141,0,0.10560361
65236,0,0.15851308
16592,0,0.30858442
64063,0,0.051230762
25134,0,0.0689982
71783,0,0.05326997
44967,0,0.18158808
45594,0,0.13076662
61300,0,0.07649278
73879,0,0.11134149
67441,0,0.19162379
6686,0,0.40620363
65707,0,0.13505918
15671,0,0.26688653
82220,0,0.097262435
32693,0,0.05544455
40375,0,0.099757425
19843,0,0.0943494
26267,0,0.154235
33594,0,0.1608773
9603,0,0.087197214
36404,0,0.20106049
37072,0,0.24308786
69597,0,0.06967674
12353,0,0.08481369
10887,0,0.11328851
26968,0,0.23508714
10515,0,0.2084316
50398,0,0.10777793
61870,0,0.10526551
20710,0,0.11758508
15252,0,0.33454874
20909,0,0.09325764
25521,0,0.14511454
10828,0,0.24604335
28131,0,0.13619354
48525,0,0.08782084
55500,0,0.08832507
19769,0,0.19732335
40522,0,0.25406817
21110,0,0.07519416
46497,0,0.07461151
27121,0,0.24521317
34934,0,0.069856435
37103,0,0.09801698
1703,0,0.12160721
30681,0,0.21552959
3510,0,0.06749703
1391,0,0.19787167
5189,0,0.124079116
71393,0,0.07833522
60276,0,0.08675781
25220,0,0.118216634
21439,0,0.18577959
72477,0,0.1724255
6668,0,0.09634034
11033,0,0.20182717
64970,0,0.056089427
17889,0,0.28655994
74178,0,0.096934706
69261,0,0.10100767
28698,0,0.24790162
28076,0,0.28742364
55173,0,0.053581093
45271,0,0.20118392
